sample_No.,TOTAL.g.wet,TOTAL.g.dry,L_Total,BIFIDO.g.wet,BIFIDO.g.dry,L.Bif,BACTER.g.wet,BACTER.g.dry,L.Bacter,COCC.g.wet,COCC.g.dry,L.Cocc,LEPTUM.g.wet,LEPTUM.g.dry,L.Leptum,FPRAUS.g.wet,FPRAUS.g.dry,L.Fprau,ECOLI.g.wet,ECOLI.g.dry,L.Ecoli,pH,C2,C3,iC4,C4,iC5,C5,iC6,C6,C7,C8,Total.SCFAs,X.C2,X.C3,X.iC4,X.C4,X.iC5,X.C5,X.iC6,X.C6,X.C7,X.C8,C2wet,C3wet,iC4wet,C4wet,iC5wet,C5wet,iC6wet,C6wet,C7wet,C8wet,Total.SCFAswet,D.Lactate,L.Lactate,Total.Lactate,X.D.Lactate,X.L.Lactate,D.LactateWet,L.LactateWet,Moisture_original
sample_154,3.19E+11,1.34E+12,12.13,4672105738,19621363243,10.29,17366578634,72934125802,10.86,14832778404,62292967941,10.79,85805699774,3.60E+11,11.56,10742499311,45115092196,10.65,10362336,43518527,7.64,8.12,131.87,41.87,5.23,25.94,8.6,5.13,0,1.26,0.96,0.99,221.84,59.44,18.87,2.36,11.69,3.88,2.31,0,0.57,0.43,0.44,34.37171535,10.91247126,5.229733706,6.761814353,2.24108571,1.335891979,0,0.32881845,0.250399913,0.25692679,57.82,26.74,40.79,67.52,39.6,60.4,6.97,10.63040187,73.94
sample_155,2.32E+11,9.81E+11,11.99,8595798591,36259200498,10.56,54235251001,2.29E+11,11.36,19816327404,83590161035,10.92,25725372639,1.09E+11,11.04,18989846522,80103860642,10.9,52901043,223149659,8.35,6.59,284.33,68.32,7.36,56.15,12.2,15.71,0,14.27,3.09,1.11,462.55,61.47,14.77,1.59,12.14,2.64,3.4,0,3.09,0.67,0.24,77.93903125,18.72878804,7.362294436,15.39281689,3.343344494,4.305958247,0,3.912306095,0.847124749,0.304332496,126.79,27.24,40.96,68.21,39.94,60.06,7.47,11.22833842,72.59
sample_156,3.00E+11,1.07E+12,12.03,4867494640,17377809813,10.24,7179572592,25632333727,10.41,20135253014,71886385762,10.86,49977973667,1.78E+11,11.25,40134953348,1.43E+11,11.16,212684807,759322073,8.88,7.01,252.6,62.13,4.56,36.65,7.44,7.85,0,3.64,0,0.72,375.59,67.25,16.54,1.21,9.76,1.98,2.09,0,0.97,0,0.19,78.65942984,19.34789478,4.559726,11.4130494,2.315806028,2.443803224,0,1.13347909,0,0.225445964,116.96,18.38,41.49,59.86,30.7,69.3,5.72,12.91869421,68.86
sample_157,79388027957,2.41E+11,11.38,3865914910,11736395688,10.07,9799265173,29749245959,10.47,4653979044,14128851991,10.15,6773535342,20563538727,10.31,3985105634,12098242631,10.08,1318231050,4001971477,9.6,6.6,113.98,23.27,2.88,27.23,6.03,4.23,0,1.23,0,1.28,180.13,63.28,12.92,1.6,15.12,3.35,2.35,0,0.69,0,0.71,40.83005816,8.334801281,2.880196095,9.753058695,2.160059835,1.515555527,0,0.442117928,0,0.457420499,64.52,32.24,68.22,100.46,32.09,67.91,11.55,24.43581061,64.18
sample_158,2.60E+11,1.11E+12,12.05,37087134221,1.59E+11,11.2,22680944471,97076817304,10.99,19279156313,82516807777,10.92,36983076515,1.58E+11,11.2,32338607251,1.38E+11,11.14,135472031,579834480,8.76,6.49,197.01,47.33,3.63,85.19,5.82,6.97,0,0,0,0,345.96,56.95,13.68,1.05,24.63,1.68,2.02,0,0,0,0,51.84932503,12.455143,3.634277106,22.42178095,1.532765814,1.835131044,0,0,0,0,91.05,29.85,41.03,70.88,42.11,57.89,7.86,10.79801919,73.68
sample_159,1.02E+11,2.62E+11,11.42,20487200380,52777523416,10.72,537514870,1384703772,9.14,6339502986,16331331811,10.21,6020979700,15510777032,10.19,1089744694,2807315057,9.45,1109877,2859179,6.46,7.28,142.84,18.64,4.19,22.11,7.97,4.59,0,2.39,0,1.68,204.4,69.88,9.12,2.05,10.82,3.9,2.24,0,1.17,0,0.82,58.81762201,7.674592915,4.187531472,9.103900349,3.280438802,1.888938722,0,0.982403405,0,0.691552632,84.16,17.38,32.5,49.88,34.84,65.16,7.16,13.38169104,58.82
sample_160,1.24E+11,6.27E+11,11.8,6080679913,30720228580,10.49,173532981,876706705,8.94,14862938143,75089112341,10.88,5666858838,28629561382,10.46,690909391,3490546243,9.54,78076870,394452486,8.6,7.91,276.22,41.77,3.83,46.96,5.73,4.96,0,3.23,0,0,382.7,72.18,10.91,1,12.27,1.5,1.3,0,0.84,0,0,64.17136637,9.70406619,3.834770084,10.90926378,1.332031623,1.152743376,0,0.749642652,0,0,88.91,41.26,61.33,102.59,40.22,59.78,9.59,14.24800909,76.77
sample_161,62275208913,2.22E+11,11.35,1948557714,6952194835,9.84,56901347,203016441,8.31,8102831654,28909825957,10.46,2572779833,9179336356,9.96,465359143,1660339545,9.22,11314198,40367553,7.61,7.09,164.6,32.27,4.76,31.65,8.01,4.71,0,1.67,0,0.75,248.41,66.26,12.99,1.91,12.74,3.23,1.89,0,0.67,0,0.3,47.94054938,9.400027284,4.755065441,9.218794813,2.33361684,1.370501379,0,0.485116388,0,0.21951755,72.35,22.53,38.13,60.65,37.14,62.86,6.56,11.10480034,70.87
sample_162,1.34E+11,5.43E+11,11.73,11306374356,45738526625,10.66,12134763,49089669,7.69,48774632983,1.97E+11,11.3,4539262982,18363021976,10.26,2305161649,9325243809,9.97,114420,462872,5.67,7.08,302.15,53.8,5.02,63.49,7.95,5.43,0,0,0,0,437.84,69.01,12.29,1.15,14.5,1.82,1.24,0,0,0,0,89.74775409,15.9798658,5.019387246,18.85932904,2.361561922,1.611477267,0,0,0,0,130.05,17.24,39.29,56.54,30.5,69.5,5.12,11.67146936,70.3
sample_163,1.29E+11,6.10E+11,11.79,5791199775,27477683241,10.44,24146871,114570400,8.06,19648741627,93227987205,10.97,30161323939,1.43E+11,11.16,20597246222,97728386055,10.99,587953,2789681,6.45,6.24,224.92,49.57,2.62,57.69,3.49,5.79,0,4.33,0,0,348.39,64.56,14.23,0.75,16.56,1,1.66,0,1.24,0,0,65.77713566,14.49549999,2.619693399,16.87155484,1.019875647,1.692174264,0,1.266699834,0,0,101.89,34.33,50.3,84.63,40.56,59.44,10.04,14.71090646,70.75
sample_164,1.27E+11,4.25E+11,11.63,10601706075,35522406471,10.55,65472640,219374666,8.34,23043511671,77210307690,10.89,21897340272,73369910113,10.87,9798788507,32832125868,10.52,4939583,16550719,7.22,6.17,345.69,54.8,3.9,152.37,5.88,8.26,0,3.9,0,4.56,579.37,59.67,9.46,0.67,26.3,1.01,1.43,0,0.67,0,0.79,76.81969198,12.17777083,3.900182367,33.86108738,1.306765715,1.835008515,0,0.867375387,0,1.013695823,128.75,48.75,88.8,137.54,35.44,64.56,10.83,19.73272019,77.78
sample_165,1.49E+11,5.08E+11,11.71,9761529783,33175783352,10.52,1077233321,3661112558,9.56,13385141432,45491082049,10.66,18678035396,63479646071,10.8,9524926854,32371658621,10.51,2439147,8289747,6.92,7.28,164.6,21.73,3.48,15.42,6.59,4.57,0,1.64,0,0.64,218.66,75.28,9.94,1.59,7.05,3.01,2.09,0,0.75,0,0.29,60.90103683,8.040776262,3.479255796,5.707235603,2.437525442,1.689360538,0,0.605035124,0,0.235352675,80.9,21.21,35.85,57.07,37.17,62.83,7.85,13.26581242,63
sample_166,1.18E+11,4.86E+11,11.69,5907746817,24352395297,10.39,133915542,552014892,8.74,9387149123,38694882028,10.59,9892428960,40777702215,10.61,3849395466,15867640056,10.2,83777396,345339827,8.54,7.92,133.52,21.09,5.54,17.19,9.5,5.39,0,2.58,0,0.43,195.23,68.39,10.8,2.84,8.8,4.87,2.76,0,1.32,0,0.22,44.06099465,6.961064329,5.536217213,5.67203865,3.135469551,1.777391696,0,0.850633532,0,0.140320175,64.42,20,30.23,50.22,39.81,60.19,6.6,9.974935355,67
sample_167,1.13E+11,1.72E+12,12.24,3182603156,48576574480,10.69,403223803,6154468568,9.79,16202898707,2.47E+11,11.39,18214131356,2.78E+11,11.44,7825466760,1.19E+11,11.08,2033017,31030261,7.49,6.73,240.88,30.06,3.67,67.09,5.87,7.91,0,13.45,0,0,368.92,65.29,8.15,0.99,18.19,1.59,2.14,0,3.64,0,0,56.53295852,7.054516441,3.665288925,15.74577075,1.37765102,1.85678609,0,3.155819465,0,0,86.58,33.37,52.43,85.8,38.89,61.11,7.83,12.3050576,76.53
